time,value
2019-03-15 00:08:20,11.3
2019-03-15 00:08:30,10946
2019-03-15 00:08:40,11196
2019-03-15 00:08:50,11279
2019-03-15 00:09:00,12008
2019-03-15 00:09:10,11549
2019-03-15 00:09:20,11652
2019-03-15 00:09:30,11792
2019-03-15 00:09:40,12007
2019-03-15 00:09:50,11523
2019-03-15 00:10:00,11.44
2019-03-15 00:10:10,11565
2019-03-15 00:10:20,10672
2019-03-15 00:10:30,20342
2019-03-15 00:10:40,20298
2019-03-15 00:10:50,20257
2019-03-15 00:11:00,20266
2019-03-15 00:11:10,20225
2019-03-15 00:11:20,19.97
2019-03-15 00:11:30,20.19
2019-03-15 00:11:40,20727
2019-03-15 00:11:50,22861
2019-03-15 00:12:00,23086
2019-03-15 00:12:10,21332
2019-03-15 00:12:20,21578
2019-03-15 00:12:30,22.68
2019-03-15 00:12:40,23.18
2019-03-15 00:12:50,22436
2019-03-15 00:13:00,22541
2019-03-15 00:13:10,24202
2019-03-15 00:13:20,24494
2019-03-15 00:13:30,24731
2019-03-15 00:13:40,24784
2019-03-15 00:13:50,23667
2019-03-15 00:14:00,24258
2019-03-15 00:14:10,23195
2019-03-15 00:14:20,24179
2019-03-15 00:14:30,24703
2019-03-15 00:14:40,24484
2019-03-15 00:14:50,24224
2019-03-15 00:15:00,24.4
2019-03-15 00:15:10,23748
2019-03-15 00:15:20,25616
2019-03-15 00:15:30,25383
2019-03-15 00:15:40,24081
2019-03-15 00:15:50,24372
2019-03-15 00:16:00,25507
2019-03-15 00:16:10,19809
2019-03-15 00:16:20,24328
2019-03-15 00:16:30,25371
2019-03-15 00:16:40,23423
2019-03-15 00:16:50,23274
2019-03-15 00:17:00,24596
2019-03-15 00:17:10,24.97
2019-03-15 00:17:20,24556
2019-03-15 00:17:30,23937
2019-03-15 00:17:40,24204
2019-03-15 00:17:50,25506
2019-03-15 00:18:00,24608
2019-03-15 00:18:10,25303
2019-03-15 00:18:20,24077
2019-03-15 00:18:30,26363
2019-03-15 00:18:40,24.99
2019-03-15 00:18:50,25469
2019-03-15 00:19:00,23689
2019-03-15 00:19:10,24567
2019-03-15 00:19:20,24878
2019-03-15 00:19:30,23671
2019-03-15 00:19:40,25856
2019-03-15 00:19:50,23536
2019-03-15 00:20:00,25037
2019-03-15 00:20:10,24887
2019-03-15 00:20:20,21893
2019-03-15 00:20:30,25437
2019-03-15 00:20:40,25.39
2019-03-15 00:20:50,25686
2019-03-15 00:21:00,25411
2019-03-15 00:21:10,24406
2019-03-15 00:21:20,24465
2019-03-15 00:21:30,23415
2019-03-15 00:21:40,24741
2019-03-15 00:21:50,25624
2019-03-15 00:22:00,24539
2019-03-15 00:22:10,29991
2019-03-15 00:22:20,33078
2019-03-15 00:22:30,32647
2019-03-15 00:22:40,33048
2019-03-15 00:22:50,32015
2019-03-15 00:23:00,33176
2019-03-15 00:23:10,30664
2019-03-15 00:23:20,31931
2019-03-15 00:23:30,35.03
2019-03-15 00:23:40,34563
2019-03-15 00:23:50,33738
2019-03-15 00:24:00,35059
2019-03-15 00:24:10,34937
2019-03-15 00:24:20,30358
2019-03-15 00:24:30,36335
2019-03-15 00:24:40,35078
2019-03-15 00:24:50,35.26
2019-03-15 00:25:00,36056
2019-03-15 00:25:10,36471
2019-03-15 00:25:20,36183
2019-03-15 00:25:30,36042
2019-03-15 00:25:40,33703
2019-03-15 00:25:50,36646
2019-03-15 00:26:00,36283
2019-03-15 00:26:10,36865
2019-03-15 00:26:20,37.23
2019-03-15 00:26:30,34988
2019-03-15 00:26:40,33754
2019-03-15 00:26:50,36.14
2019-03-15 00:27:00,36.32
2019-03-15 00:27:10,35841
2019-03-15 00:27:20,35.91
2019-03-15 00:27:30,37814
2019-03-15 00:27:40,36686
2019-03-15 00:27:50,35.96
2019-03-15 00:28:00,36527
2019-03-15 00:28:10,35425
2019-03-15 00:28:20,35395
2019-03-15 00:28:30,35742
2019-03-15 00:28:40,35941
2019-03-15 00:28:50,36793
2019-03-15 00:29:00,37047
2019-03-15 00:29:10,34889
2019-03-15 00:29:20,36529
2019-03-15 00:29:30,34769
2019-03-15 00:29:40,35936
2019-03-15 00:29:50,36758
2019-03-15 00:30:00,35874
2019-03-15 00:30:10,35756
2019-03-15 00:30:20,36255
2019-03-15 00:30:30,35331
2019-03-15 00:30:40,35395
2019-03-15 00:30:50,36454
2019-03-15 00:31:00,36293
2019-03-15 00:31:10,35337
2019-03-15 00:31:20,33209
2019-03-15 00:31:30,36515
2019-03-15 00:31:40,36656
2019-03-15 00:31:50,36236
2019-03-15 00:32:00,36.11
2019-03-15 00:32:10,32681
2019-03-15 00:32:20,34678
2019-03-15 00:32:30,37351
2019-03-15 00:32:40,36576
2019-03-15 00:32:50,36898
2019-03-15 00:33:00,36413
2019-03-15 00:33:10,36954
2019-03-15 00:33:20,35938
2019-03-15 00:33:30,37.28
2019-03-15 00:33:40,36695
2019-03-15 00:33:50,36054
2019-03-15 00:34:00,36482
2019-03-15 00:34:10,36511
2019-03-15 00:34:20,37761
2019-03-15 00:34:30,36797
2019-03-15 00:34:40,36973
2019-03-15 00:34:50,36311
2019-03-15 00:35:00,35752
2019-03-15 00:35:10,35495
2019-03-15 00:35:20,37088
2019-03-15 00:35:30,37246
2019-03-15 00:35:40,36065
2019-03-15 00:35:50,35.28
2019-03-15 00:36:00,36249
2019-03-15 00:36:10,35756
2019-03-15 00:36:20,33.95
2019-03-15 00:36:30,33827
2019-03-15 00:36:40,30875
2019-03-15 00:36:50,29124
2019-03-15 00:37:00,27662
2019-03-15 00:37:10,25344
2019-03-15 00:37:20,25.9
2019-03-15 00:37:30,22922
2019-03-15 00:37:40,21384
2019-03-15 00:37:50,20193
2019-03-15 00:38:00,21465
2019-03-15 00:38:10,19983
2019-03-15 00:38:20,20805
2019-03-15 00:38:30,20.61
2019-03-15 00:38:40,20629
2019-03-15 00:38:50,19349
2019-03-15 00:39:00,18665
2019-03-15 00:39:10,17171
2019-03-15 00:39:20,15753
2019-03-15 00:39:30,11628
2019-03-15 00:39:40,4276
2019-03-15 00:39:50,6
2019-03-15 00:40:00,0.0
2019-03-15 00:40:10,0.0
2019-03-15 00:40:20,0.0
2019-03-15 00:40:30,0.0
2019-03-15 00:40:40,0.0
2019-03-15 00:40:50,0.0
2019-03-15 00:41:00,0.0
2019-03-15 00:41:10,0.0
2019-03-15 00:41:20,0.0
2019-03-15 00:41:30,0.0
2019-03-15 00:41:40,0.0
2019-03-15 00:41:50,0.0
2019-03-15 00:42:00,0.0
2019-03-15 00:42:10,0.0
2019-03-15 00:42:20,0.0
2019-03-15 00:42:30,0.0
2019-03-15 00:42:40,0.0
2019-03-15 00:42:50,0.0
2019-03-15 00:43:00,0.0
2019-03-15 00:43:10,0.0
2019-03-15 00:43:20,0.0
2019-03-15 00:43:30,0.0
2019-03-15 00:43:40,0.0
2019-03-15 00:43:50,0.0
2019-03-15 00:44:00,0.0
2019-03-15 00:44:10,6
2019-03-15 00:44:20,6
2019-03-15 00:44:30,6
2019-03-15 00:44:40,0.0
2019-03-15 00:44:50,0.0
2019-03-15 00:45:00,5
2019-03-15 00:45:10,6
2019-03-15 00:45:20,6
2019-03-15 00:45:30,0.0
2019-03-15 00:45:40,0.0
2019-03-15 00:45:50,0.0
2019-03-15 00:46:00,0.0
2019-03-15 00:46:10,0.0
2019-03-15 00:46:20,0.0
2019-03-15 00:46:30,0.0
2019-03-15 00:46:40,0.0
2019-03-15 00:46:50,0.0
2019-03-15 00:47:00,0.0
2019-03-15 00:47:10,0.0
2019-03-15 00:47:20,0.0
2019-03-15 00:47:30,0.0
2019-03-15 00:47:40,0.0
2019-03-15 00:47:50,0.0
2019-03-15 00:48:00,0.0
2019-03-15 00:48:10,0.0
2019-03-15 00:48:20,0.0
2019-03-15 00:48:30,0.0
2019-03-15 00:48:40,0.0
2019-03-15 00:48:50,0.0
2019-03-15 00:49:00,0.0
2019-03-15 00:49:10,0.0
2019-03-15 00:49:20,0.0
2019-03-15 00:49:30,0.0
2019-03-15 00:49:40,0.0
2019-03-15 00:49:50,0.0
2019-03-15 00:50:00,0.0
2019-03-15 00:50:10,0.0
2019-03-15 00:50:20,0.0
2019-03-15 00:50:30,0.0
2019-03-15 00:50:40,0.0
2019-03-15 00:50:50,0.0
2019-03-15 00:51:00,0.0
2019-03-15 00:51:10,0.0
2019-03-15 00:51:20,0.0
2019-03-15 00:51:30,0.0
2019-03-15 00:51:40,0.0
2019-03-15 00:51:50,0.0
2019-03-15 00:52:00,0.0
