time,value
2019-03-14 23:52:10,259.0
2019-03-14 23:52:20,260.0
2019-03-14 23:52:30,261.0
2019-03-14 23:52:40,261.0
2019-03-14 23:52:50,261.0
2019-03-14 23:53:00,261.0
2019-03-14 23:53:10,261.0
2019-03-14 23:53:20,261.0
2019-03-14 23:53:30,261.0
2019-03-14 23:53:40,261.0
2019-03-14 23:53:50,261.0
2019-03-14 23:54:00,261.0
2019-03-14 23:54:10,265.0
2019-03-14 23:54:20,265.0
2019-03-14 23:54:30,265.0
2019-03-14 23:54:40,264.0
2019-03-14 23:54:50,265.0
2019-03-14 23:55:00,265.0
2019-03-14 23:55:10,265.0
2019-03-14 23:55:20,264.0
2019-03-14 23:55:30,265.0
2019-03-14 23:55:40,265.0
2019-03-14 23:55:50,262.0
2019-03-14 23:56:00,262.0
2019-03-14 23:56:10,263.0
2019-03-14 23:56:20,264.0
2019-03-14 23:56:30,262.0
2019-03-14 23:56:40,262.0
2019-03-14 23:56:50,262.0
2019-03-14 23:57:00,263.0
2019-03-14 23:57:10,264.0
2019-03-14 23:57:20,263.0
2019-03-14 23:57:30,268.0
2019-03-14 23:57:40,268.0
2019-03-14 23:57:50,267.0
2019-03-14 23:58:00,267.0
2019-03-14 23:58:10,268.0
2019-03-14 23:58:20,267.0
2019-03-14 23:58:30,267.0
2019-03-14 23:58:40,267.0
2019-03-14 23:58:50,267.0
2019-03-14 23:59:00,267.0
2019-03-14 23:59:10,268.0
2019-03-14 23:59:20,267.0
2019-03-14 23:59:30,267.0
2019-03-14 23:59:40,269.0
2019-03-14 23:59:50,270.0
2019-03-15 00:00:00,269.0
2019-03-15 00:00:10,270.0
2019-03-15 00:00:20,270.0
2019-03-15 00:00:30,270.0
2019-03-15 00:00:40,270.0
2019-03-15 00:00:50,270.0
2019-03-15 00:01:00,270.0
2019-03-15 00:01:10,270.0
2019-03-15 00:01:20,269.0
2019-03-15 00:01:30,270.0
2019-03-15 00:01:40,269.0
2019-03-15 00:01:50,270.0
2019-03-15 00:02:00,270.0
2019-03-15 00:02:10,276.0
2019-03-15 00:02:20,276.0
2019-03-15 00:02:30,276.0
2019-03-15 00:02:40,276.0
2019-03-15 00:02:50,276.0
2019-03-15 00:03:00,276.0
2019-03-15 00:03:10,276.0
2019-03-15 00:03:20,276.0
2019-03-15 00:03:30,276.0
2019-03-15 00:03:40,277.0
2019-03-15 00:03:50,277.0
2019-03-15 00:04:00,276.0
2019-03-15 00:04:10,277.0
2019-03-15 00:04:20,276.0
2019-03-15 00:04:30,276.0
2019-03-15 00:04:40,277.0
2019-03-15 00:04:50,276.0
2019-03-15 00:05:00,279.0
2019-03-15 00:05:10,279.0
2019-03-15 00:05:20,279.0
2019-03-15 00:05:30,280.0
2019-03-15 00:05:40,279.0
2019-03-15 00:05:50,280.0
2019-03-15 00:06:00,279.0
2019-03-15 00:06:10,280.0
2019-03-15 00:06:20,279.0
2019-03-15 00:06:30,279.0
2019-03-15 00:06:40,279.0
2019-03-15 00:06:50,279.0
2019-03-15 00:07:00,279.0
2019-03-15 00:07:10,280.0
2019-03-15 00:07:20,281.0
2019-03-15 00:07:30,282.0
2019-03-15 00:07:40,281.0
2019-03-15 00:07:50,281.0
2019-03-15 00:08:00,280.0
2019-03-15 00:08:10,280.0
2019-03-15 00:08:20,280.0
2019-03-15 00:08:30,280.0
2019-03-15 00:08:40,279.0
2019-03-15 00:08:50,280.0
2019-03-15 00:09:00,279.0
2019-03-15 00:09:10,279.0
2019-03-15 00:09:20,279.0
2019-03-15 00:09:30,279.0
2019-03-15 00:09:40,280.0
2019-03-15 00:09:50,280.0
2019-03-15 00:10:00,279.0
2019-03-15 00:10:10,280.0
2019-03-15 00:10:20,279.0
2019-03-15 00:10:30,280.0
2019-03-15 00:10:40,280.0
2019-03-15 00:10:50,280.0
2019-03-15 00:11:00,280.0
2019-03-15 00:11:10,280.0
2019-03-15 00:11:20,280.0
2019-03-15 00:11:30,280.0
2019-03-15 00:11:40,279.0
2019-03-15 00:11:50,280.0
2019-03-15 00:12:00,280.0
2019-03-15 00:12:10,281.0
2019-03-15 00:12:20,281.0
2019-03-15 00:12:30,281.0
2019-03-15 00:12:40,280.0
